Day,Total Energy Produced (kWh),Total Duration (hours)
2023-06-18,1249.2686666666666,14.5
2023-06-19,862.1806666666666,14.5
2023-06-20,1986.3875,14.5
2023-06-21,1779.3541666666665,14.5
2023-06-22,2401.064499999999,14.5
2023-06-23,2334.8528333333334,14.5
2023-06-24,3559.6315,14.5
2023-06-25,4673.306666666666,14.5
2023-06-26,3925.6676666666663,14.5
2023-06-27,2767.0806666666667,14.5
2023-06-28,2511.458833333333,14.5
2023-06-29,1604.2438333333332,14.666666666666666
2023-06-30,2287.6203333333333,14.666666666666666
2023-07-01,1511.7511666666667,14.666666666666666
2023-07-02,2015.5215,14.666666666666666
2023-07-03,2716.946666666667,14.666666666666666
2023-07-04,3005.3438333333334,14.666666666666666
2023-07-05,4605.8685000000005,14.666666666666666
2023-07-06,2466.6025,14.5
2023-07-07,3426.1353333333336,14.5
2023-07-08,3869.5204999999996,14.5
2023-07-09,4204.757833333333,14.5
2023-07-10,4229.169333333333,14.5
2023-07-11,3293.3594999999996,14.5
2023-07-12,1739.3386666666665,14.5
2023-07-13,3288.6028333333334,14.5
2023-07-14,2873.1614999999997,14.5
2023-07-15,3284.6143333333334,14.5
2023-07-16,3439.0564999999997,14.333333333333334
2023-07-17,2791.2178333333322,14.333333333333334
2023-07-18,4344.863333333334,14.333333333333334
2023-07-19,4852.354333333333,14.333333333333334
2023-07-20,4374.674999999999,14.333333333333334
2023-07-21,3559.749666666666,14.166666666666666
2023-07-22,3745.7549999999997,14.333333333333334
2023-07-23,4126.6505,14.333333333333334
2023-07-24,4308.634999999999,14.333333333333334
2023-07-25,4274.241499999999,14.333333333333334
2023-07-26,4676.6726666666655,14.333333333333334
2023-07-27,4333.565500000001,14.333333333333334
2023-07-28,4174.0988333333335,14.333333333333334
2023-07-29,3211.1568333333335,14.333333333333334
2023-07-30,4895.763666666666,14.333333333333334
2023-07-31,5022.626666666666,14.333333333333334
2023-08-01,4586.119,14.333333333333334
2023-08-02,3595.832333333333,14.333333333333334
2023-08-03,2304.4035,14.166666666666666
2023-08-04,2064.8181666666665,14.166666666666666
2023-08-05,3759.3231666666666,14.0
2023-08-06,2602.9134999999997,14.0
2023-08-07,3678.2348333333334,14.0
2023-08-08,3734.002499999999,14.0
2023-08-09,3244.8334999999997,14.0
2023-08-10,3950.6013333333326,14.0
2023-08-11,4194.959333333332,14.0
2023-08-12,3542.534,14.0
2023-08-13,1684.7111666666665,14.0
2023-08-14,4414.030166666666,14.0
2023-08-15,4594.934833333334,14.0
2023-08-16,3394.445666666667,13.833333333333334
2023-08-17,4664.2418333333335,13.833333333333334
2023-08-18,3970.713999999999,13.833333333333334
2023-08-19,2404.3211666666666,13.833333333333334
2023-08-20,3164.638,13.833333333333334
2023-08-21,2845.0955000000004,13.833333333333334
2023-08-24,1139.4166666666665,13.833333333333334
2023-08-25,2735.076499999999,13.833333333333334
2023-08-26,1809.7146666666667,13.833333333333334
2023-08-27,1596.3548333333333,13.5
2023-08-28,2104.805,13.5
2023-08-29,3742.089166666666,13.5
